player_name,role,season,Assist,Bonus Point,Raid Successful,Raid Unsuccessful,Super Raid,Super Tackle,Tackle Successful,Tackle Unsuccessful,raid_success_rate,tackle_success_rate,Team,contribution_ratio,do_or_die_points,team_name,player_id,match_played,position_id,position_name,high_5s,avg_raid_points,raid_points,successful_raids,successful_tackles,super_10s,super_raids,super_tackles,tackle_points,total_points,z_score_do_or_die_points,z_score_high_5s,z_score_avg_raid_points,z_score_raid_points,z_score_successful_raids,z_score_successful_tackles,z_score_super_10s,z_score_super_raids,z_score_super_tackles,z_score_tackle_points,z_score_total_points,dim1,dim2
parvesh,Raider,7,0,4,9,10,5,0,0,0,0.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.672587,-6.956828
parvesh attri,Defender,1,0,0,0,0,0,4,14,12,0.0,0.5185185185185185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.419037,11.450414
parvesh attri,Defender,2,0,0,0,0,0,7,8,5,0.0,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.974339,15.3684025
parvesh attri,Defender,3,0,0,0,0,0,7,12,9,0.0,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.420573,13.65354
parvesh attri,Defender,4,0,0,0,0,0,5,12,6,0.0,0.631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.852848,15.132739
parvesh attri,Defender,5,0,0,0,0,0,6,11,8,0.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.529889,13.966656
parvesh attri,Defender,6,0,0,0,0,0,3,13,9,0.0,0.5652173913043478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.279621,11.392519
parvesh attri,Defender,7,0,0,0,0,0,3,9,4,0.0,0.6428571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8891106,13.2304735
parvesh bhainswal,All-Rounder,1,6,5,9,0,0,0,13,0,0.9,0.9285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.2702694,3.820815
parvesh bhainswal,All-Rounder,2,4,4,6,0,0,0,6,0,0.8571428571428571,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5748255,4.142171
parvesh bhainswal,All-Rounder,3,3,10,7,0,0,0,7,0,0.875,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.223407,6.9449196
parvesh bhainswal,All-Rounder,4,7,7,5,0,0,0,7,0,0.8333333333333334,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.28699,4.8818493
parvesh bhainswal,All-Rounder,5,10,8,10,0,0,0,8,0,0.9090909090909091,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.6268716,5.2848973
parvesh bhainswal,All-Rounder,6,6,9,5,0,0,0,5,0,0.8333333333333334,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.7777133,6.7254267
parvesh bhainswal,All-Rounder,7,6,7,10,0,0,0,11,0,0.9090909090909091,0.9166666666666666,Gujarat Fortunegiants,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9703565,6.975074
pavan t. r.,Defender,1,0,0,0,0,0,2,11,8,0.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.704579,12.034988
pavan t. r.,Defender,2,0,0,0,0,0,8,18,7,0.0,0.6923076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.68724,13.466746
pavan t. r.,Defender,3,0,0,0,0,0,6,7,16,0.0,0.2916666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.001575,12.93912
pavan t. r.,Defender,4,0,0,0,0,0,8,16,4,0.0,0.7619047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.137653,13.927707
pavan t. r.,Defender,5,0,0,0,0,0,4,14,5,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.450468,13.15598
pavan t. r.,Defender,6,0,0,0,0,0,4,10,8,0.0,0.5263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.575294,10.557083
pavan t. r.,Defender,7,0,0,0,0,0,4,15,6,0.0,0.6818181818181818,Jaipur Pink Panthers,0.024282560706401765,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.114355,11.268568
pawan kumar kadian,Raider,1,0,3,19,6,4,0,0,0,0.7307692307692307,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.002778,-6.5912914
pawan kumar kadian,Raider,2,0,0,15,7,1,0,0,0,0.6521739130434783,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.443422,-2.4666724
pawan kumar kadian,Raider,3,0,4,9,6,7,0,0,0,0.5625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.367583,-7.774352
pawan kumar kadian,Raider,4,0,2,13,11,1,0,0,0,0.52,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.073659,-2.3040974
pawan kumar kadian,Raider,5,0,1,13,4,1,0,0,0,0.7222222222222222,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.796738,-1.4003329
pawan kumar kadian,Raider,6,0,0,10,8,2,0,0,0,0.5263157894736842,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.421824,-3.5157108
pawan kumar kadian,Raider,7,0,3,16,7,3,0,0,0,0.6666666666666666,0.0,Puneri Paltan,0.05411764705882353,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.518172,0.10634138
pawan kumar sehrawat,Defender,1,0,0,0,0,0,4,11,7,0.0,0.5789473684210527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.662883,9.984643
pawan kumar sehrawat,Defender,2,0,0,0,0,0,1,17,7,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.022158,11.676828
pawan kumar sehrawat,Defender,3,0,0,0,0,0,11,18,7,0.0,0.6923076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.438724,13.780761
pawan kumar sehrawat,Defender,4,0,0,0,0,0,2,14,10,0.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.753994,11.642728
pawan kumar sehrawat,Defender,5,0,0,0,0,0,5,15,13,0.0,0.5172413793103449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.939429,12.25138
pawan kumar sehrawat,Defender,6,0,0,0,0,0,9,16,9,0.0,0.6153846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.241705,13.59894
pawan kumar sehrawat,Defender,7,0,0,0,0,0,1,8,6,0.0,0.5333333333333333,Bengaluru Bulls,0.3963302752293578,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.498391,7.738434
po surjeet singh,All-Rounder,1,5,7,6,0,0,0,9,0,0.8571428571428571,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.2644854,5.9411187
po surjeet singh,All-Rounder,2,5,7,7,0,0,0,6,0,0.875,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.029078,6.163576
po surjeet singh,All-Rounder,3,6,8,10,0,0,0,8,0,0.9090909090909091,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.727079,6.1433363
po surjeet singh,All-Rounder,4,5,3,7,0,0,0,9,0,0.875,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7456524,3.0107331
po surjeet singh,All-Rounder,5,2,8,8,0,0,0,7,0,0.8888888888888888,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3886025,6.851926
po surjeet singh,All-Rounder,6,3,8,10,0,0,0,7,0,0.9090909090909091,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3297713,6.8524175
po surjeet singh,All-Rounder,7,7,7,7,0,0,0,6,0,0.875,0.8571428571428571,Puneri Paltan,0.08470588235294117,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9792733,6.9847946
ponparthiban subramanian,All-Rounder,1,4,7,9,0,0,0,8,0,0.9,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2504241,6.5032773
ponparthiban subramanian,All-Rounder,2,5,5,5,0,0,0,7,0,0.8333333333333334,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.25817,4.843601
ponparthiban subramanian,All-Rounder,3,6,10,9,0,0,0,13,0,0.9,0.9285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.2168016,6.3881807
ponparthiban subramanian,All-Rounder,4,4,6,5,0,0,0,6,0,0.8333333333333334,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3263197,5.771996
ponparthiban subramanian,All-Rounder,5,5,4,8,0,0,0,10,0,0.8888888888888888,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8138509,3.303777
ponparthiban subramanian,All-Rounder,6,7,5,9,0,0,0,6,0,0.9,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.5860257,4.150397
ponparthiban subramanian,All-Rounder,7,7,10,6,0,0,0,3,0,0.8571428571428571,0.75,Tamil Thalaivas,0.0023094688221709007,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.815482,6.8149867
pradeep kumar,Defender,1,0,0,0,0,0,6,9,5,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0868025,15.168876
pradeep kumar,Defender,2,0,0,0,0,0,2,13,5,0.0,0.6842105263157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.161662,12.259394
pradeep kumar,Defender,3,0,0,0,0,0,7,10,8,0.0,0.5263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.104205,14.680422
pradeep kumar,Defender,4,0,0,0,0,0,4,9,5,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66851,13.813768
pradeep kumar,Defender,5,0,0,0,0,0,8,11,10,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.534999,13.842057
pradeep kumar,Defender,6,0,0,0,0,0,7,9,13,0.0,0.391304347826087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.991594,13.163306
pradeep kumar,Defender,7,0,0,0,0,0,6,6,8,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.331662,13.632011
prashant chavan,Raider,1,0,2,7,6,1,0,0,0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.637982,-1.0394262
prashant chavan,Raider,2,0,4,15,8,2,0,0,0,0.625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.602572,-3.4166188
prashant chavan,Raider,3,0,1,13,6,3,0,0,0,0.65,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0782795,-6.036154
prashant chavan,Raider,4,0,3,12,7,3,0,0,0,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.301261,-5.7159505
prashant chavan,Raider,5,0,1,18,8,1,0,0,0,0.6666666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.417753,-2.5616112
prashant chavan,Raider,6,0,4,12,7,1,0,0,0,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.068952,-2.1315415
prashant chavan,Raider,7,0,3,7,6,1,0,0,0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.678922,-1.008594
prashanth kumar rai,Raider,1,0,0,16,7,1,0,0,0,0.6666666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.436693,-2.565691
prashanth kumar rai,Raider,2,0,2,11,3,2,0,0,0,0.7333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.129574,-2.2688189
prashanth kumar rai,Raider,3,0,2,14,8,3,0,0,0,0.6086956521739131,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.153925,-5.360593
prashanth kumar rai,Raider,4,0,2,17,8,0,0,0,0,0.6538461538461539,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.302237,-2.4111564
prashanth kumar rai,Raider,5,0,1,10,7,4,0,0,0,0.5555555555555556,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.885533,-7.533573
prashanth kumar rai,Raider,6,0,2,12,3,1,0,0,0,0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.450751,-1.5675817
prashanth kumar rai,Raider,7,0,1,12,6,2,0,0,0,0.631578947368421,0.0,Haryana Steelers,0.07956989247311828,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.537303,0.10108944
prateek,All-Rounder,1,3,1,8,0,0,0,7,0,0.8888888888888888,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0792487,2.5885851
prateek,All-Rounder,2,8,3,8,0,0,0,3,0,0.8888888888888888,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.788669,2.9622838
prateek,All-Rounder,3,7,1,10,0,0,0,8,0,0.9090909090909091,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5134413,2.3783338
prateek,All-Rounder,4,6,3,14,0,0,0,6,0,0.9333333333333333,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4254284,3.451672
prateek,All-Rounder,5,10,4,7,0,0,0,10,0,0.875,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.3234696,2.8875818
prateek,All-Rounder,6,3,5,12,0,0,0,8,0,0.9230769230769231,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4552064,6.532386
prateek,All-Rounder,7,9,3,8,0,0,0,10,0,0.8888888888888888,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.5050554,2.509767
pravin niwale,Raider,1,0,2,7,6,0,0,0,0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5714855,-1.2715734
pravin niwale,Raider,2,0,2,9,5,3,0,0,0,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7151165,-6.369508
pravin niwale,Raider,3,0,2,13,8,2,0,0,0,0.5909090909090909,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.792415,-3.4385936
pravin niwale,Raider,4,0,1,6,8,2,0,0,0,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.832343,-3.1675751
pravin niwale,Raider,5,0,2,17,7,3,0,0,0,0.68,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.843265,-5.407409
pravin niwale,Raider,6,0,1,11,5,2,0,0,0,0.6470588235294118,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.707494,-2.4693155
pravin niwale,Raider,7,0,2,8,7,4,0,0,0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.822994,-7.4250436
preetam chhillar,All-Rounder,1,5,5,7,0,0,0,5,0,0.875,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3361208,4.560535
preetam chhillar,All-Rounder,2,2,4,9,0,0,0,5,0,0.9,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7263062,4.304914
preetam chhillar,All-Rounder,3,6,6,6,0,0,0,7,0,0.8571428571428571,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.601129,5.1257463
preetam chhillar,All-Rounder,4,5,5,5,0,0,0,6,0,0.8333333333333334,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2520156,4.7863617
preetam chhillar,All-Rounder,5,6,5,12,0,0,0,4,0,0.9230769230769231,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.9756153,4.5759354
preetam chhillar,All-Rounder,6,5,8,6,0,0,0,7,0,0.8571428571428571,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.276476,6.410329
preetam chhillar,All-Rounder,7,7,2,6,0,0,0,7,0,0.8571428571428571,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.8525848,2.511918
punit kumar teotia,All-Rounder,1,7,5,8,0,0,0,4,0,0.8888888888888888,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.507366,4.267179
punit kumar teotia,All-Rounder,2,3,7,13,0,0,0,10,0,0.9285714285714286,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7919528,6.638159
punit kumar teotia,All-Rounder,3,7,10,7,0,0,0,6,0,0.875,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.89505,6.820286
punit kumar teotia,All-Rounder,4,4,4,9,0,0,0,10,0,0.9,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.278575,3.4611576
punit kumar teotia,All-Rounder,5,3,8,7,0,0,0,8,0,0.875,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.597656,6.8605766
punit kumar teotia,All-Rounder,6,6,4,9,0,0,0,11,0,0.9,0.9166666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4515505,3.2679098
punit kumar teotia,All-Rounder,7,3,7,7,0,0,0,6,0,0.875,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2177255,6.561334
purna singh,Raider,1,0,5,14,5,1,0,0,0,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.628145,-2.0789564
purna singh,Raider,2,0,3,10,11,4,0,0,0,0.45454545454545453,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.948631,-6.4659634
purna singh,Raider,3,0,2,8,5,1,0,0,0,0.5714285714285714,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.568826,-1.0138531
purna singh,Raider,4,0,1,18,6,3,0,0,0,0.72,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.073399,-5.4514894
purna singh,Raider,5,0,2,17,9,0,0,0,0,0.6296296296296297,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4227705,-2.4751263
purna singh,Raider,6,0,5,24,9,2,0,0,0,0.7058823529411765,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.664041,-3.1845968
purna singh,Raider,7,0,1,7,6,3,0,0,0,0.5,0.0,Patna Pirates,0.008492569002123142,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.229027,-6.280182
r. sriram,Raider,1,0,5,14,4,1,0,0,0,0.7368421052631579,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.56273,-2.0640976
r. sriram,Raider,2,0,3,10,9,3,0,0,0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8079405,-5.6340127
r. sriram,Raider,3,0,4,12,6,1,0,0,0,0.631578947368421,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.903053,-2.0394728
r. sriram,Raider,4,0,0,11,5,3,0,0,0,0.6470588235294118,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.151032,-6.2115965
r. sriram,Raider,5,0,3,15,7,5,0,0,0,0.6521739130434783,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.817819,-7.569996
r. sriram,Raider,6,0,1,8,6,1,0,0,0,0.5333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.614033,-1.0602217
r. sriram,Raider,7,0,4,17,5,2,0,0,0,0.7391304347826086,0.0,Puneri Paltan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.926033,-2.688268
rahul chaudhari,Defender,1,0,0,0,0,0,4,9,12,0.0,0.4090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.147193,12.6071825
rahul chaudhari,Defender,2,0,0,0,0,0,8,19,7,0.0,0.7037037037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.714129,13.454385
rahul chaudhari,Defender,3,0,0,0,0,0,5,14,4,0.0,0.7368421052631579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.300336,14.38133
rahul chaudhari,Defender,4,0,0,0,0,0,2,13,8,0.0,0.5909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.487713,11.780814
rahul chaudhari,Defender,5,0,0,0,0,0,3,8,4,0.0,0.6153846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8672705,13.358394
rahul chaudhari,Defender,6,0,0,0,0,0,6,11,8,0.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.552993,13.985332
rahul chaudhari,Defender,7,0,0,0,0,0,6,12,12,0.0,0.48,Tamil Thalaivas,0.23325635103926096,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.488576,7.784476
rahul choudhary,Raider,1,0,0,18,5,5,0,0,0,0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.037823,-7.8227816
rahul choudhary,Raider,2,0,1,12,6,4,0,0,0,0.631578947368421,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.821964,-7.455292
rahul choudhary,Raider,3,0,4,8,10,4,0,0,0,0.42105263157894735,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.979433,-6.7006807
rahul choudhary,Raider,4,0,2,13,9,1,0,0,0,0.5652173913043478,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.870557,-2.167481
rahul choudhary,Raider,5,0,4,14,7,1,0,0,0,0.6363636363636364,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.032955,-2.1799614
rahul choudhary,Raider,6,0,2,19,7,1,0,0,0,0.7037037037037037,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.130366,-2.7194922
rahul choudhary,Raider,7,0,7,10,7,3,0,0,0,0.5555555555555556,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.12148,-3.5494976
rahul kumar,Defender,1,0,0,0,0,0,3,5,11,0.0,0.29411764705882354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.806829,12.635831
rahul kumar,Defender,2,0,0,0,0,0,5,7,8,0.0,0.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.916373,13.312433
rahul kumar,Defender,3,0,0,0,0,0,6,12,3,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.344649,14.442003
rahul kumar,Defender,4,0,0,0,0,0,6,19,10,0.0,0.6333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.865533,12.139307
rahul kumar,Defender,5,0,0,0,0,0,8,18,8,0.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.598523,13.417067
rahul kumar,Defender,6,0,0,0,0,0,8,19,9,0.0,0.6551724137931034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.50596,13.35499
rahul kumar,Defender,7,0,0,0,0,0,4,8,5,0.0,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.727415,13.743904
rajaguru subramanian,Raider,1,0,2,22,7,2,0,0,0,0.7333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.697089,-3.079122
rajaguru subramanian,Raider,2,0,2,13,5,6,0,0,0,0.6842105263157895,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.594388,-7.817375
rajaguru subramanian,Raider,3,0,3,15,4,3,0,0,0,0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.030597,-5.6771965
rajaguru subramanian,Raider,4,0,2,23,4,1,0,0,0,0.8214285714285714,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.711858,-2.7676637
rajaguru subramanian,Raider,5,0,6,19,6,7,0,0,0,0.7307692307692307,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.463342,-7.8444495
rajaguru subramanian,Raider,6,0,5,19,7,4,0,0,0,0.7037037037037037,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.876689,-6.409384
rajaguru subramanian,Raider,7,0,1,14,15,0,0,0,0,0.4666666666666667,0.0,U Mumba,0.004347826086956522,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.21091,-2.5513
rajeev kumar,All-Rounder,1,4,5,12,0,0,0,4,0,0.9230769230769231,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0445983,4.4147387
rajeev kumar,All-Rounder,2,3,2,16,0,0,0,9,0,0.9411764705882353,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9432347,2.976268
rajeev kumar,All-Rounder,3,5,5,10,0,0,0,7,0,0.9090909090909091,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5084224,4.5471992
rajeev kumar,All-Rounder,4,3,8,9,0,0,0,5,0,0.9,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4332707,6.7739053
rajeev kumar,All-Rounder,5,6,5,8,0,0,0,12,0,0.8888888888888888,0.9230769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.255998,3.8291214
rajeev kumar,All-Rounder,6,2,2,7,0,0,0,9,0,0.875,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3329688,3.3826454
rajeev kumar,All-Rounder,7,4,2,9,0,0,0,6,0,0.9,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5212595,2.6604497
rajesh mondal,All-Rounder,1,1,5,9,0,0,0,5,0,0.9,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.118614,6.1940303
rajesh mondal,All-Rounder,2,3,3,7,0,0,0,9,0,0.875,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6974561,3.5531325
rajesh mondal,All-Rounder,3,2,6,12,0,0,0,7,0,0.9230769230769231,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4407868,6.553949
rajesh mondal,All-Rounder,4,8,2,9,0,0,0,6,0,0.9,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.5333056,2.642541
rajesh mondal,All-Rounder,5,5,9,9,0,0,0,8,0,0.9,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.62408,6.549475
rajesh mondal,All-Rounder,6,4,6,10,0,0,0,10,0,0.9090909090909091,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3051534,6.029988
rajesh mondal,All-Rounder,7,4,9,5,0,0,0,7,0,0.8333333333333334,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.155245,6.687804
rajesh narwal,Raider,1,0,3,13,5,2,0,0,0,0.6842105263157895,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.39031,-2.0181262
rajesh narwal,Raider,2,0,2,15,10,2,0,0,0,0.5769230769230769,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.074938,-3.870871
rajesh narwal,Raider,3,0,2,14,7,1,0,0,0,0.6363636363636364,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.374575,-2.0505874
rajesh narwal,Raider,4,0,2,10,11,4,0,0,0,0.45454545454545453,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.966104,-6.3188963
rajesh narwal,Raider,5,0,2,12,7,3,0,0,0,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.482075,-5.741474
rajesh narwal,Raider,6,0,1,14,5,1,0,0,0,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.885624,-1.3932009
